item_id,mase,smape,mse,mae
austria,1.6906897283586542,0.006062973934921381,0.00778415734691104,0.07669127782185872
uk,1.944532013260171,0.007316376916719021,4.7950154412864283e-05,0.0057551483313242596
belgium,1.836783806465919,0.006585743111759488,0.08203911113232606,0.24425392150878905
taiwan,4.884065158833875,0.008170041552359553,0.10103916710383297,0.25911356608072916
germany,1.966105659081414,0.0070540108976787814,0.00018778672130774035,0.01267712910970052
italy,3.9119479192901254,0.014095681924916401,784.4072682435313,24.969331868489583
switzerland,2.3929501625396865,0.011741402495781223,0.00018882693528136466,0.010449707508087158
sweden,4.509875497887888,0.018574207392897932,0.0477108737418348,0.1942321459452311
france,1.6869204211631876,0.006048994574366812,0.0017909968562814054,0.0364750067392985
finland,1.8361892227886993,0.0065855099497591305,0.0018707747168036804,0.0359888235727946
japan,4.100377458159826,0.012837612372095497,4.6692411134097105,1.9222498575846354
norway,4.269487365105288,0.017177732567238164,0.05629483050852287,0.18194605509440104
canada,3.3087160295169196,0.011845649941635542,0.00027792677509571223,0.015946567058563232
australia,2.9426270538998804,0.013442032520305595,0.0005143000232853486,0.020396494865417482
denmark,1.591127591844875,0.005690999310236681,0.002263931660233235,0.039034589131673174
south_korea,2.1509434995832697,0.007736448096970488,167.07472176800172,10.313456217447916
spain,2.852806162747167,0.010253974511122926,3.14305832873409,1.5647176106770833
average,2.81624380885452,0.010071728945339094,56.446841181609,2.347218587468652
