Date,FX,FFX,INTEREST,US_INTEREST
2004-07-26,1593.441,1594.367,2.02,1.66188
2004-07-27,1604.533,1605.431,2.02,1.67
2004-07-28,1608.264,1609.141,2.02,1.68
2004-07-29,1604.2,1605.008,2.02,1.69375
2004-07-30,1608.264,1609.074,2.02,1.7
2004-08-02,1608.799,1609.67,2.02,1.69
2004-08-03,1605.198,1606.041,2.02,1.7
2004-08-04,1606.13,1606.935,2.02,1.7
2004-08-05,1607.33,1608.062,2.02,1.71
2004-08-06,1579.661,1580.397,2.02,1.71
2004-08-09,1579.79,1580.574,2.02,1.67
2004-08-10,1572.35,1573.106,2.02,1.68
2004-08-11,1586.521,1587.24,1.98,1.71
2004-08-12,1583.149,1583.871,1.98,1.71125
2004-08-13,1567.512,1568.222,1.98,1.72
2004-08-16,1568.656,1569.374,1.98,1.72
2004-08-17,1570.437,1571.154,1.98,1.73
2004-08-18,1575.164,1575.885,1.98,1.73
2004-08-19,1566.751,1567.458,1.98,1.74
2004-08-20,1570.946,1571.645,1.98,1.74
2004-08-23,1586.131,1586.863,1.98,1.75
2004-08-24,1597.385,1598.093,1.98,1.76
2004-08-25,1600.686,1601.365,1.98,1.77
2004-08-26,1601.414,1602.064,1.98,1.78125
2004-08-27,1608.665,1609.295,1.98,1.79
2004-08-30,1607.93,1608.554,1.98,1.79
2004-08-31,1593.244,1593.873,1.98,1.8
2004-09-01,1590.953,1591.558,1.98,1.8
2004-09-02,1592.917,1593.469,1.98,1.81
2004-09-03,1606.396,1606.935,1.98,1.82
2004-09-06,1603.204,1603.727,1.98,1.85
2004-09-07,1603.204,1603.756,1.98,1.86
2004-09-08,1596.594,1597.119,1.98,1.8625
2004-09-09,1591.477,1591.946,1.98,1.87
2004-09-10,1574.651,1575.107,2.0,1.87438
2004-09-13,1581.338,1581.782,2.0,1.88
2004-09-14,1576.574,1577.02,2.0,1.88
2004-09-15,1594.097,1594.524,2.0,1.88813
2004-09-16,1595.147,1595.538,2.0,1.91
2004-09-17,1591.738,1592.118,2.0,1.91
2004-09-20,1593.966,1594.332,2.0,1.91875
2004-09-21,1579.919,1580.315,2.0,1.93
2004-09-22,1582.114,1582.489,2.0,1.94125
2004-09-23,1574.651,1575.014,2.0,1.95
2004-09-24,1578.374,1578.731,2.0,1.96
2004-09-27,1574.395,1574.756,2.0,1.97
2004-09-28,1572.605,1572.953,2.0,1.975
2004-09-29,1572.35,1572.723,2.0,2.00563
2004-09-30,1558.993,1559.35,2.0,2.02
2004-10-01,1562.201,1562.555,2.0,2.0275
2004-10-04,1579.21,1579.6,2.0,2.03125
2004-10-05,1573.372,1573.774,2.0,2.04
2004-10-06,1573.755,1574.142,2.0,2.045
2004-10-07,1576.061,1576.411,2.0,2.06
2004-10-08,1559.559,1559.914,2.0,2.06
2004-10-11,1563.968,1564.324,2.0,2.0525
2004-10-12,1573.18,1573.53,2.0,2.05813
2004-10-13,1578.502,1578.842,2.0,2.07
2004-10-14,1562.327,1562.642,2.0,2.07
2004-10-15,1551.312,1551.616,2.0,2.07
2004-10-18,1546.727,1547.023,2.0,2.07875
2004-10-19,1546.85,1547.142,2.0,2.08
2004-10-20,1536.174,1536.443,2.0,2.09
2004-10-21,1535.808,1536.058,2.0,2.1
2004-10-22,1532.89,1533.117,2.0,2.11
2004-10-25,1515.612,1515.84,2.0,2.11
2004-10-26,1515.73,1515.953,2.0,2.11938
2004-10-27,1516.205,1516.404,2.0,2.13
2004-10-28,1520.372,1520.53,2.0,2.16
2004-10-29,1522.165,1522.306,2.0,2.17
2004-11-01,1519.239,1519.369,2.0,2.18
2004-11-02,1524.682,1524.798,2.0,2.19
2004-11-03,1512.652,1512.791,2.0,2.2
2004-11-04,1503.023,1503.108,2.0,2.21
2004-11-05,1499.647,1499.697,2.0,2.22
2004-11-08,1495.131,1495.172,2.0,2.26
2004-11-09,1499.415,1499.453,2.0,2.27375
2004-11-10,1499.067,1499.101,2.0,2.27625
