Date,FX,FFX,INTEREST,US_INTEREST
2004-07-26,11.32395,11.33053,2.117,1.66188
2004-07-27,11.40275,11.40916,2.117,1.67
2004-07-28,11.4293,11.43553,2.118,1.68
2004-07-29,11.40045,11.40616,2.118,1.69375
2004-07-30,11.4293,11.43505,2.116,1.7
2004-08-02,11.4331,11.43929,2.115,1.69
2004-08-03,11.4075,11.41349,2.116,1.7
2004-08-04,11.41415,11.41985,2.116,1.7
2004-08-05,11.42265,11.42786,2.116,1.71
2004-08-06,11.22605,11.23125,2.115,1.71
2004-08-09,11.22695,11.23251,2.112,1.67
2004-08-10,11.17405,11.17944,2.112,1.68
2004-08-11,11.27475,11.27988,2.113,1.71
2004-08-12,11.2508,11.25594,2.114,1.71125
2004-08-13,11.13965,11.14473,2.112,1.72
2004-08-16,11.14785,11.15292,2.113,1.72
2004-08-17,11.16045,11.16557,2.113,1.73
2004-08-18,11.19405,11.19919,2.114,1.73
2004-08-19,11.13425,11.13931,2.114,1.74
2004-08-20,11.16405,11.16905,2.114,1.74
2004-08-23,11.272,11.2772,2.114,1.75
2004-08-24,11.352,11.35701,2.115,1.76
2004-08-25,11.3754,11.38026,2.115,1.77
2004-08-26,11.3806,11.38523,2.116,1.78125
2004-08-27,11.43215,11.43662,2.115,1.79
2004-08-30,11.4269,11.43136,2.115,1.79
2004-08-31,11.32255,11.32702,2.115,1.8
2004-09-01,11.3063,11.31057,2.115,1.8
2004-09-02,11.3202,11.32415,2.111,1.81
2004-09-03,11.416,11.41985,2.114,1.82
2004-09-06,11.3933,11.39705,2.116,1.85
2004-09-07,11.3933,11.39726,2.116,1.86
2004-09-08,11.3464,11.35009,2.115,1.8625
2004-09-09,11.31,11.31333,2.116,1.87
2004-09-10,11.19045,11.19366,2.116,1.87438
2004-09-13,11.23795,11.2411,2.116,1.88
2004-09-14,11.2041,11.20725,2.116,1.88
2004-09-15,11.3286,11.33165,2.116,1.88813
2004-09-16,11.3361,11.33885,2.116,1.91
2004-09-17,11.31185,11.31455,2.116,1.91
2004-09-20,11.3277,11.33028,2.115,1.91875
2004-09-21,11.22785,11.23067,2.116,1.93
2004-09-22,11.24345,11.24612,2.116,1.94125
2004-09-23,11.19045,11.193,2.116,1.95
2004-09-24,11.21685,11.21941,2.116,1.96
2004-09-27,11.1886,11.19116,2.116,1.97
2004-09-28,11.17585,11.17835,2.116,1.975
2004-09-29,11.17405,11.17672,2.149,2.00563
2004-09-30,11.07915,11.08168,2.15,2.02
2004-10-01,11.10195,11.10446,2.148,2.0275
2004-10-04,11.22285,11.22559,2.149,2.03125
2004-10-05,11.18135,11.18419,2.149,2.04
2004-10-06,11.18405,11.1868,2.15,2.045
2004-10-07,11.20045,11.20293,2.15,2.06
2004-10-08,11.08315,11.08568,2.149,2.06
2004-10-11,11.11445,11.11703,2.146,2.0525
2004-10-12,11.17995,11.18245,2.146,2.05813
2004-10-13,11.2178,11.2202,2.148,2.07
2004-10-14,11.10285,11.10508,2.147,2.07
2004-10-15,11.02455,11.02672,2.146,2.07
2004-10-18,10.992,10.99408,2.145,2.07875
2004-10-19,10.99285,10.99492,2.144,2.08
2004-10-20,10.917,10.91889,2.144,2.09
2004-10-21,10.9144,10.91615,2.145,2.1
2004-10-22,10.8936,10.89526,2.145,2.11
2004-10-25,10.77085,10.77247,2.145,2.11
2004-10-26,10.7717,10.77328,2.147,2.11938
2004-10-27,10.77505,10.77648,2.146,2.13
2004-10-28,10.8047,10.8058,2.152,2.16
2004-10-29,10.8174,10.81842,2.153,2.17
2004-11-01,10.7966,10.79755,2.152,2.18
2004-11-02,10.8353,10.83613,2.153,2.19
2004-11-03,10.74985,10.7508,2.158,2.2
2004-11-04,10.68135,10.68199,2.161,2.21
2004-11-05,10.6574,10.65775,2.161,2.22
2004-11-08,10.6253,10.62559,2.169,2.26
2004-11-09,10.65575,10.65602,2.17,2.27375
2004-11-10,10.65325,10.65352,2.171,2.27625
2004-11-11,10.67105,10.67122,2.172,2.29
2004-11-12,10.6401,10.64024,2.172,2.29
