Date,FX,FFX,INTEREST,US_INTEREST
2004-07-26,136.9263,137.0059,2.1,1.66188
2004-07-27,137.8794,137.9566,2.1,1.67
2004-07-28,138.2001,138.2754,2.1,1.68
2004-07-29,137.8508,137.9203,2.1,1.69375
2004-07-30,138.2001,138.2697,2.1,1.7
2004-08-02,138.246,138.3209,2.1,1.69
2004-08-03,137.9366,138.009,2.1,1.7
2004-08-04,138.0166,138.0858,2.1,1.7
2004-08-05,138.1198,138.1827,2.1,1.71
2004-08-06,135.7422,135.8054,2.1,1.71
2004-08-09,135.7532,135.8206,2.1,1.67
2004-08-10,135.1139,135.1789,2.1,1.68
2004-08-11,136.3317,136.3934,2.1,1.71
2004-08-12,136.0418,136.104,2.1,1.71125
2004-08-13,134.6982,134.7592,2.1,1.72
2004-08-16,134.7964,134.8582,2.1,1.72
2004-08-17,134.9495,135.0112,2.1,1.73
2004-08-18,135.3557,135.4177,2.1,1.73
2004-08-19,134.6328,134.6936,2.1,1.74
2004-08-20,134.9933,135.0533,2.09,1.74
2004-08-23,136.2981,136.361,2.1,1.75
2004-08-24,137.2652,137.3261,2.1,1.76
2004-08-25,137.5488,137.6072,2.1,1.77
2004-08-26,137.6114,137.6673,2.105,1.78125
2004-08-27,138.2345,138.2886,2.1,1.79
2004-08-30,138.1714,138.225,2.1,1.79
2004-08-31,136.9094,136.9634,2.1,1.8
2004-09-01,136.7125,136.7645,2.1,1.8
2004-09-02,136.8812,136.9287,2.1,1.81
2004-09-03,138.0396,138.0858,2.09,1.82
2004-09-06,137.7653,137.8102,2.1,1.85
2004-09-07,137.7653,137.8127,2.1,1.86
2004-09-08,137.1973,137.2424,2.09,1.8625
2004-09-09,136.7575,136.7979,2.1,1.87
2004-09-10,135.3117,135.3508,2.07,1.87438
2004-09-13,135.8863,135.9244,2.1,1.88
2004-09-14,135.4769,135.5152,2.1,1.88
2004-09-15,136.9827,137.0193,2.1,1.88813
2004-09-16,137.0729,137.1065,2.1,1.91
2004-09-17,136.7799,136.8126,2.1,1.91
2004-09-20,136.9714,137.0029,2.1,1.91875
2004-09-21,135.7643,135.7984,2.105,1.93
2004-09-22,135.9529,135.9852,2.1,1.94125
2004-09-23,135.3117,135.3429,2.1,1.95
2004-09-24,135.6315,135.6622,2.1,1.96
2004-09-27,135.2897,135.3206,2.1,1.97
2004-09-28,135.1358,135.1657,2.1,1.975
2004-09-29,135.1139,135.146,2.1,2.00563
2004-09-30,133.9662,133.9968,2.14,2.02
2004-10-01,134.2418,134.2722,2.14,2.0275
2004-10-04,135.7034,135.7369,2.14,2.03125
2004-10-05,135.2017,135.2363,2.14,2.04
2004-10-06,135.2347,135.2679,2.14,2.045
2004-10-07,135.4328,135.4629,2.14,2.06
2004-10-08,134.0147,134.0452,2.14,2.06
2004-10-11,134.3936,134.4243,2.135,2.0525
2004-10-12,135.1852,135.2153,2.135,2.05813
2004-10-13,135.6426,135.6717,2.13,2.07
2004-10-14,134.2526,134.2797,2.14,2.07
2004-10-15,133.3061,133.3323,2.14,2.07
2004-10-18,132.9121,132.9376,2.13,2.07875
2004-10-19,132.9227,132.9478,2.13,2.08
2004-10-20,132.0052,132.0284,2.13,2.09
2004-10-21,131.9738,131.9953,2.13,2.1
2004-10-22,131.723,131.7426,2.13,2.11
2004-10-25,130.2383,130.258,2.13,2.11
2004-10-26,130.2485,130.2677,2.13,2.11938
2004-10-27,130.2893,130.3064,2.13,2.13
2004-10-28,130.6474,130.661,2.13,2.16
2004-10-29,130.8014,130.8136,2.145,2.17
2004-11-01,130.55,130.5612,2.13,2.18
2004-11-02,131.0177,131.0277,2.13,2.19
2004-11-03,129.984,129.9959,2.14,2.2
2004-11-04,129.1566,129.1639,2.15,2.21
2004-11-05,128.8665,128.8708,2.15,2.22
2004-11-08,128.4784,128.4819,2.135,2.26
2004-11-09,128.8465,128.8498,2.16,2.27375
2004-11-10,128.8166,128.8196,2.16,2.27625
2004-11-11,129.0314,129.0336,2.16,2.29
2004-11-12,128.6572,128.659,2.16,2.29
2004-11-15,128.5777,128.5805,2.16,2.3
2004-11-16,128.2111,128.2129,2.155,2.31
2004-11-17,127.7485,127.7494,2.16,2.33
2004-11-18,128.1025,128.1016,2.16,2.33875
2004-11-19,127.4158,127.4141,2.16,2.345
2004-11-22,127.5721,127.57,2.16,2.36
2004-11-23,127.1238,127.1197,2.16,2.38
2004-11-24,126.4379,126.4336,2.16,2.38063
2004-11-25,125.6739,125.6678,2.16,2.39
2004-11-26,125.4796,125.4707,2.16,2.4
2004-11-29,125.2388,125.2268,2.16,2.4
2004-11-30,125.1917,125.1786,2.16,2.41
2004-12-01,125.0505,125.0365,2.16,2.41875
2004-12-02,125.3898,125.3739,2.16,2.4375
2004-12-03,124.4426,124.4256,2.16,2.44
2004-12-06,123.9235,123.9058,2.16,2.44
2004-12-07,123.9143,123.8957,2.16,2.45
2004-12-08,125.4134,125.3943,2.16,2.46
2004-12-09,125.5033,125.4813,2.155,2.47
2004-12-10,125.8355,125.8145,2.16,2.48
2004-12-13,125.1258,125.1028,2.165,2.49
2004-12-14,125.2576,125.2353,2.16,2.5
