Date,FX,FFX,INTEREST,US_INTEREST
2004-07-26,1.2624,1.26333,0.5156,1.66188
2004-07-27,1.2745,1.27401,0.5156,1.67
2004-07-28,1.27655,1.27467,0.5156,1.68
2004-07-29,1.2745,1.27949,0.5156,1.69375
2004-07-30,1.27935,1.28051,0.5156,1.7
2004-08-02,1.2778,1.27793,0.4844,1.69
2004-08-03,1.27685,1.27743,0.5156,1.7
2004-08-04,1.27525,1.27501,0.5156,1.7
2004-08-05,1.2765,1.27371,0.5156,1.71
2004-08-06,1.25345,1.24971,0.4844,1.71
2004-08-09,1.2553,1.2527,0.4844,1.67
2004-08-10,1.25,1.2615,0.4844,1.68
2004-08-11,1.2638,1.2589,0.4844,1.71
2004-08-12,1.25825,1.25444,0.4844,1.71125
2004-08-13,1.2403,1.23665,0.4688,1.72
2004-08-16,1.24235,1.23952,0.4844,1.72
2004-08-17,1.24645,1.24222,0.4844,1.73
2004-08-18,1.2507,1.24355,0.4531,1.73
2004-08-19,1.24295,1.24144,0.4844,1.74
2004-08-20,1.24935,1.24981,0.4688,1.74
2004-08-23,1.26325,1.26895,0.5156,1.75
2004-08-24,1.27005,1.27122,0.5469,1.76
2004-08-25,1.2726,1.27229,0.5469,1.77
2004-08-26,1.27365,1.27118,0.5781,1.78125
2004-08-27,1.28035,1.28152,0.5938,1.79
2004-08-30,1.27915,1.27774,0.5781,1.79
2004-08-31,1.26805,1.26507,0.5781,1.8
2004-09-01,1.26335,1.25812,0.6094,1.8
2004-09-02,1.2623,1.25998,0.5781,1.81
2004-09-03,1.27165,1.2705,0.6094,1.82
2004-09-06,1.2702,1.26958,0.6563,1.85
2004-09-07,1.27065,1.26597,0.6406,1.86
2004-09-08,1.26795,1.25872,0.6094,1.8625
2004-09-09,1.26565,1.25845,0.6719,1.87
2004-09-10,1.25385,1.25749,0.6563,1.87438
2004-09-13,1.2597,1.25884,0.625,1.88
2004-09-14,1.2567,1.259,0.6406,1.88
2004-09-15,1.27035,1.27029,0.6406,1.88813
2004-09-16,1.27215,1.2674,0.6406,1.91
2004-09-17,1.2715,1.26788,0.6563,1.91
2004-09-20,1.2752,1.26994,0.625,1.91875
2004-09-21,1.2609,1.25269,0.6094,1.93
2004-09-22,1.2636,1.25838,0.625,1.94125
