item_id,mase,smape,mse,mae
austria,3.336603666914166,0.011877113840093097,0.027352782730971133,0.15135148366292317
uk,3.9554765258096416,0.014754216541284856,0.00016460487918467474,0.011706854899724324
belgium,3.58668883308224,0.012758188718495956,0.26588873430009696,0.47695477803548175
taiwan,4.2296250377976286,0.007071206642976445,0.08195668055547382,0.2243936538696289
germany,2.8859002908196323,0.010278604446487686,0.000444050774968711,0.018607815106709797
italy,10.040760653788828,0.03658077907183054,4215.173967573543,64.08855387369792
switzerland,1.7929097800014195,0.008777615446389867,0.00010419547374809212,0.007829407850901285
sweden,2.8475601375242436,0.01173035329835202,0.02163126358163936,0.12263924280802409
france,2.7887012535916993,0.009935272162894583,0.004780021002360021,0.06029798189798991
finland,2.9421476375348194,0.010478841376423187,0.004087691951432741,0.057665316263834636
japan,4.431637834336351,0.013884012593454346,5.307370862442379,2.0775441487630206
norway,2.373070694622749,0.009495569972792868,0.016476774791499338,0.10112943649291992
canada,0.6951330747358099,0.0024738376349717353,2.038993214673231e-05,0.003350238005320231
australia,1.89647400766579,0.008592312067971156,0.00027796020248729294,0.013145200411478679
denmark,3.242749732357397,0.011522577560852825,0.007832515563366844,0.07955327033996581
south_korea,13.414961505153936,0.04934522627362624,4281.6222371682525,64.32275797526042
spain,1.187647624050091,0.00425157554370703,0.6006359914084897,0.6514053344726562
average,3.8616498993992017,0.013753370776035556,500.1844252506698,7.7922874124611115
